,week,venue,attendance,referee,home goals,away goals,home win?,draw?,away win?,home win odds,draw odds,away win odds,shots on goal,offsides,yellow cards,,
2506,8,Swansea.com Stadium (Swansea),20276,FriendK.,5,4,True,False,False,2.65,3.28,2.8,13,2,9,,
2507,8,The Hawthorns (West Bromwich),23016,JonesM.,4,0,True,False,False,1.89,3.37,4.67,8,5,0,,
2508,8,Riverside Stadium (Middlesbrough),32704,MossJ.,0,1,False,False,True,6.68,4.31,1.52,4,1,5,,
2509,8,White Hart Lane (London),31212,DeanM.,3,2,True,False,False,1.54,4.43,6.05,9,8,7,,
2510,8,Selhurst Park (London),25529,MadleyR.,1,2,False,False,True,6.49,4.84,1.47,6,2,3,,
2511,8,Goodison Park (Liverpool),38773,AtkinsonM.,1,1,False,True,False,1.58,4.4,5.6,9,5,7,,
2512,8,St. Mary's Stadium (Southampton),31848,ClattenburgM.,0,0,False,True,False,3.14,3.42,2.33,2,4,2,,
2513,8,Bet365 Stadium (Stoke on Trent),27815,EastR.,0,1,False,False,True,2.15,3.49,3.48,8,5,6,,
2514,7,Stadium of Light (Sunderland),41271,MasonL.,3,0,True,False,False,2.23,3.28,3.49,11,2,3,,
2515,7,Vicarage Road (Watford),20640,SwarbrickN.,2,1,True,False,False,2.93,3.32,2.51,5,1,5,,
2516,7,King Power Stadium (Leicester),31879,PawsonC.,1,2,False,False,True,1.7,3.7,5.53,7,4,2,,
2517,7,Swansea.com Stadium (Swansea),20938,SwarbrickN.,1,3,False,False,True,5.03,3.93,1.7,4,1,2,,
2518,7,MKM Stadium (Hull),17768,ScottG.,2,1,True,False,False,5.54,3.67,1.68,9,2,5,,
2519,7,Anfield (Liverpool),53163,OliverM.,6,1,True,False,False,1.25,6.09,11,25,3,3,,
2520,7,Emirates Stadium (London),60039,ClattenburgM.,1,1,False,True,False,1.93,3.62,4.08,5,8,3,,
2521,7,Stamford Bridge (London),41429,MadleyR.,5,0,True,False,False,1.49,4.56,6.66,9,3,3,,
2522,7,Vitality Stadium (Bournemouth),11084,DeanM.,1,2,False,False,True,1.6,4.22,5.66,11,3,7,,
2523,7,Turf Moor (Burnley),19196,TaylorA.,3,2,True,False,False,3.44,3.23,2.27,12,6,3,,
2524,6,Etihad Stadium (Manchester),54294,FriendK.,1,1,False,True,False,1.2,7.26,15,10,7,4,,
2525,6,Bet365 Stadium (Stoke on Trent),26602,OliverM.,3,1,True,False,False,2.04,3.56,3.73,10,3,2,,
2526,6,St. Mary's Stadium (Southampton),31827,JonesM.,0,2,False,False,True,3.12,3.38,2.36,8,2,0,,
2527,6,Goodison Park (Liverpool),39574,TaylorA.,2,0,True,False,False,1.85,3.78,4.25,9,3,5,,
2528,6,Selhurst Park (London),25628,MarrinerA.,2,4,False,False,True,4.67,3.95,1.75,16,5,3,,
2529,6,Old Trafford (Manchester),75325,ClattenburgM.,0,0,False,True,False,1.25,6.09,13,12,2,6,,
2530,6,Riverside Stadium (Middlesbrough),29600,AttwellS.,2,0,True,False,False,2.47,3.13,3.18,6,0,3,,
2531,6,White Hart Lane (London),31868,MadleyR.,1,1,False,True,False,1.62,4.11,5.58,6,3,7,,
2532,6,Vicarage Road (Watford),20022,MossJ.,1,0,True,False,False,1.7,3.74,5.47,2,2,0,,
2533,6,The Hawthorns (West Bromwich),22470,MasonL.,0,4,False,False,True,6.95,4.63,1.47,9,6,7,,
2534,5,Stamford Bridge (London),41424,AtkinsonM.,4,0,True,False,False,2.19,3.28,3.61,11,5,5,,
2535,5,Etihad Stadium (Manchester),55731,ClattenburgM.,1,1,False,True,False,1.5,4.47,6.67,5,5,6,,
2536,5,Anfield (Liverpool),53218,SwarbrickN.,2,1,True,False,False,1.3,5.72,10,8,6,4,,
2537,5,Emirates Stadium (London),59962,DeanM.,0,0,False,True,False,1.28,5.97,11,9,7,1,,
2538,5,Turf Moor (Burnley),21416,JonesM.,2,1,True,False,False,5.54,3.72,1.69,11,2,5,,
2539,5,MKM Stadium (Hull),18522,FriendK.,0,2,False,False,True,3.01,3.28,2.48,8,1,5,,
2540,5,King Power Stadium (Leicester),31969,OliverM.,3,1,True,False,False,1.97,3.43,4.16,11,4,0,,
2541,5,Swansea.com Stadium (Swansea),20694,TierneyP.,0,0,False,True,False,2.43,3.37,3.02,7,5,3,,
2542,5,London Stadium (London),56985,MadleyR.,1,0,True,False,False,1.66,4.01,5.33,5,4,7,,
2543,5,Anfield (Liverpool),52769,TaylorA.,0,0,False,True,False,2.21,3.38,3.42,4,7,4,,
2544,4,St. Mary's Stadium (Southampton),29040,DeanM.,3,1,True,False,False,1.34,5.02,10,15,1,3,,
2545,4,Riverside Stadium (Middlesbrough),28131,EastR.,0,1,False,False,True,2.28,3.22,3.44,5,1,5,,
2546,4,Selhurst Park (London),25643,AtkinsonM.,0,1,False,False,True,2.17,3.45,3.45,7,2,6,,
2547,4,Emirates Stadium (London),60007,MossJ.,3,2,True,False,False,1.22,6.94,13,12,11,1,,
2548,4,Vitality Stadium (Bournemouth),11029,MasonL.,6,1,True,False,False,1.76,3.77,4.82,14,0,3,,
2549,4,Etihad Stadium (Manchester),54512,OliverM.,1,1,False,True,False,1.52,4.62,6.07,10,6,2,,
2550,4,Bet365 Stadium (Stoke on Trent),27701,JonesM.,2,0,True,False,False,1.91,3.52,4.3,7,4,2,,
2551,4,The Hawthorns (West Bromwich),24263,FriendK.,1,1,False,True,False,5.41,3.77,1.7,12,4,4,,
2552,4,Turf Moor (Burnley),20982,PawsonC.,0,1,False,False,True,9.54,5.35,1.34,4,4,0,,
2553,4,King Power Stadium (Leicester),31563,AtkinsonM.,0,0,False,True,False,2.49,3.3,2.98,6,3,1,,
2554,3,White Hart Lane (London),31793,MarrinerA.,2,0,True,False,False,2.98,3.42,2.43,13,13,4,,
2555,3,Old Trafford (Manchester),75251,MadleyR.,1,1,False,True,False,1.31,5.61,9.97,15,2,3,,
2556,3,Vicarage Road (Watford),20829,MossJ.,0,5,False,False,True,19,9.17,1.12,12,2,1,,
2557,3,King Power Stadium (Leicester),31351,OliverM.,1,6,False,False,True,4,3.95,1.86,17,6,4,,
2558,3,St. Mary's Stadium (Southampton),31425,DeanM.,0,0,False,True,False,2.36,3.25,3.23,7,3,3,,
2559,3,Emirates Stadium (London),59510,EastR.,2,0,True,False,False,1.11,9.93,22,15,5,6,,
2560,3,Stamford Bridge (London),41473,MasonL.,4,3,True,False,False,1.28,5.83,10,12,6,8,,
2561,3,Goodison Park (Liverpool),38550,FriendK.,1,0,True,False,False,1.4,4.73,7.91,7,3,3,,
2562,3,St. Mary's Stadium (Southampton),31474,MossJ.,0,2,False,False,True,3.29,3.74,2.13,7,3,3,,
2563,3,London Stadium (London),56992,TaylorA.,1,0,True,False,False,7.86,4.98,1.39,10,3,6,,
2564,2,The Hawthorns (West Bromwich),24611,ClattenburgM.,0,1,False,False,True,2.74,3.16,2.71,5,2,4,,
2565,2,Etihad Stadium (Manchester),54176,AtkinsonM.,0,0,False,True,False,1.9,3.58,4.26,7,3,2,,
2566,2,Riverside Stadium (Middlesbrough),30742,DeanM.,1,0,True,False,False,2.14,3.34,3.53,6,7,6,,
2567,2,London Stadium (London),56971,EastR.,0,0,False,True,False,3.62,3.61,2.01,3,3,5,,
2568,2,White Hart Lane (London),31943,OliverM.,4,0,True,False,False,1.23,6.81,12,15,5,1,,
2569,2,White Hart Lane (London),31706,TaylorA.,4,0,True,False,False,1.22,6.69,14,8,2,1,,
2570,2,Vicarage Road (Watford),20090,TierneyP.,2,0,True,False,False,2.45,3.14,3.2,4,1,7,,
2571,2,Anfield (Liverpool),52920,TaylorA.,3,1,True,False,False,1.73,3.91,4.87,10,2,4,,
2572,2,The Hawthorns (West Bromwich),24065,SwarbrickN.,3,1,True,False,False,5.4,4.09,1.64,10,3,1,,
2573,2,Etihad Stadium (Manchester),52625,SwarbrickN.,0,0,False,True,False,1.24,6.35,11,3,2,4,,
2574,1,Old Trafford (Manchester),75245,FriendK.,1,1,False,True,False,1.26,6.17,12,8,3,7,,
2575,1,The Hawthorns (West Bromwich),24162,ClattenburgM.,2,1,True,False,False,2.07,3.44,3.77,8,4,2,,
2576,1,Emirates Stadium (London),59962,ClattenburgM.,2,0,True,False,False,1.32,5.65,9.3,11,4,4,,
2577,1,Stamford Bridge (London),41490,AtkinsonM.,3,1,True,False,False,2.03,3.4,3.96,11,7,2,,
2578,1,Swansea.com Stadium (Swansea),20359,EastR.,2,1,True,False,False,3.16,3.36,2.35,7,2,2,,
2579,1,Anfield (Liverpool),53169,FriendK.,2,3,False,False,True,1.25,6.6,11,8,3,2,,
2580,1,White Hart Lane (London),31613,TaylorA.,4,0,True,False,False,1.35,5.04,9.69,11,2,2,,
2581,1,Riverside Stadium (Middlesbrough),32437,MadleyR.,0,0,False,True,False,2.68,3.05,2.95,5,0,3,,
2582,1,MKM Stadium (Hull),20111,MossJ.,2,2,False,True,False,3.88,3.38,2.06,11,4,4,,
2583,1,Vicarage Road (Watford),20304,ClattenburgM.,1,1,False,True,False,2.5,3.25,3,7,1,6,,259
2584,0,Selhurst Park (London),25259,MossJ.,0,1,False,False,True,6.24,4.35,1.54,8,3,5,,259
2585,0,Goodison Park (Liverpool),39510,ClattenburgM.,2,1,True,False,False,3.95,3.8,1.91,7,3,4,,259
2586,0,Vicarage Road (Watford),20769,TaylorA.,3,2,True,False,False,3.18,3.3,2.37,10,6,4,,259
2587,0,Etihad Stadium (Manchester),54457,TaylorA.,1,3,False,False,True,2.15,3.52,3.43,9,3,5,,258
2588,0,Turf Moor (Burnley),21794,MarrinerA.,1,2,False,False,True,12,6.81,1.23,10,7,5,,258
2589,0,Old Trafford (Manchester),75264,MarrinerA.,1,1,False,True,False,2.41,3.3,3.11,6,3,6,,258
2590,0,London Stadium (London),56970,MarrinerA.,1,1,False,True,False,2.01,3.56,3.83,6,5,5,,258
2591,0,Stadium of Light (Sunderland),44322,AtkinsonM.,1,4,False,False,True,7.23,4.81,1.44,8,7,7,,258
2592,0,Vitality Stadium (Bournemouth),11201,PawsonC.,0,0,False,True,False,4.11,3.66,1.91,5,4,6,,258
2593,0,Stamford Bridge (London),41547,MarrinerA.,3,0,True,False,False,1.55,4.35,6.06,6,1,2,,258
,,,,,,,,,,,,,,,,,258
,,,,,,,,,,,,,,,,,258
,,,,,,,,,,,,,,,,,258
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,257
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,256
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,255
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,254
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,253
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,252
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,251
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,250
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,249
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,248
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,247
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,246
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,245
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,244
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,243
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,242
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,241
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,240
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,239
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,238
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,237
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,236
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,235
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,234
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,233
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,232
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,231
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,230
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,229
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,228
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,227
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,226
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,225
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,224
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,222
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,221
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,220
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,219
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,218
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,217
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,215
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,214
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,213
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,212
,,,,,,,,,,,,,,,,,211
,,,,,,,,,,,,,,,,,211
,,,,,,,,,,,,,,,,,211
